"X.U.FEFF.id","title","collection","english_speaking","budget","budget_boxcox","popularity","popularity_boxcox","runtime","mes","year","productoras","reparto","produccion","revenue","revenue_boxcox","Action","Adventure","Animation","Comedy","Crime","Documentary","Drama","Family","Fantasy","Foreign","History","Horror","Music","Mystery","Romance","Science_Fiction","Thriller","Tv_movie","War","Western"
62,"Trapeze","No","Yes",4000000,99.5639552591275,1.801071,0.64350553974082,105,"Mayo",1956,0,19,16,14400000,41.9799968934323,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
63,"Fallen","No","Yes",30000000,151.456732226595,6.381612,2.47909838424862,124,"Enero",1998,8,97,213,25232289,44.9788517238937,"0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0"
64,"Friday the 13th Part VIII: Jason Takes Manhattan","Yes","Yes",5000000,104.336207394328,7.743144,2.82628703006794,100,"Julio",1989,165,14,12,14000000,41.8337707463548,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
65,"Nebraska","No","Yes",12000000,125.258554234868,11.160699,3.54029687409987,115,"Septiembre",2013,8,57,183,17654912,43.050142610523,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
66,"Bloodsport","Yes","Yes",1500000,80.9385963793741,8.822276,3.07216521900101,92,"Febrero",1988,2,43,51,11806119,40.9578053613666,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
67,"Henry's Crime","No","Yes",12000000,125.258554234868,5.145185,2.11544378799274,108,"Enero",2010,2,102,23,204940,23.9752509468071,"0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
68,"A Touch of Sin","No","No",15000000,131.203496371333,6.303552,2.45767709797199,133,"Octubre",2013,3,6,4,154120,23.0206714479247,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
69,"To Kill a Mockingbird","No","Yes",2000000,86.0282101513042,14.284787,4.0685268279956,129,"Diciembre",1962,188,77,68,13129846,41.5022216064475,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
70,"The Fast and the Furious: Tokyo Drift","Yes","Yes",85000000,187.687609769986,2.238808,0.911726347431199,104,"Junio",2006,188,65,345,158468292,56.0684681869098,"1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
71,"The Jacket","No","Yes",29000000,150.399495275715,12.092096,3.70758360866644,103,"Marzo",2005,29,91,96,21126225,44.0109965022502,"0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0"
72,"The Motorcycle Diaries","No","No",15000000,131.203496371333,7.667491,2.80817050691687,126,"Febrero",2004,18,2,22,16756372,42.7737553395333,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
73,"Cry-Baby","No","Yes",11000000,123.011368782228,8.290384,2.95377783191829,85,"Abril",1990,204,69,26,8266343,39.1735250458482,"0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
75,"Jackson County Jail","No","Yes",445000,62.397223631832,2.482536,1.04538905566618,84,"Marzo",1976,4,38,14,2300000,33.26859404412,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
76,"Fright Night","Yes","Yes",17000000,134.65606100395,9.665251,3.24995211526087,106,"Agosto",2011,63,76,38,24922237,44.9109177302639,"0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
77,"Kandukondain Kandukondain","No","No",500000,63.9864830730608,0.660663,-0.389774362598341,157,"Mayo",2000,0,26,31,500000,27.1447124293784,"0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0"
78,"Caddyshack","Yes","Yes",6000000,108.396657763303,10.451986,3.40633292267975,98,"Julio",1980,226,59,38,39846344,47.5491413213478,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
79,"Sharky's Machine","No","Yes",15000000,131.203496371333,2.633399,1.12357544405238,122,"Diciembre",1981,202,41,29,35610100,46.905903010143,"1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
80,"31","No","Yes",1500000,80.9385963793741,6.636625,2.54782577450421,102,"Septiembre",2016,8,53,92,779820,28.8328653531977,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
81,"Dark Blue","No","Yes",15000000,131.203496371333,4.98408,2.06368939081344,118,"Diciembre",2002,140,73,136,9237470,39.7227687855911,"1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
82,"Shopgirl","No","Yes",10284523,121.301013363559,4.349046,1.84746808121113,104,"Octubre",2005,88,56,116,11588205,40.8629584008139,"0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
83,"The Skeleton Key","No","Yes",43000000,163.137155340499,10.947957,3.50072482211265,104,"Julio",2005,198,45,342,91974818,52.5701064316124,"0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0"
84,"2010","Yes","Yes",28000000,149.312678841594,7.482865,2.76342693376156,116,"Diciembre",1984,84,61,101,40400657,47.6287026516742,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
85,"Silent House","No","Yes",2000000,86.0282101513042,10.239941,3.36501890577568,85,"Enero",2011,0,8,7,13101672,41.4911595831735,"0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
86,"Congo","No","Yes",50000000,168.286210788787,7.260574,2.70851796329488,109,"Junio",1995,161,124,101,152022101,55.7946639428687,"1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0"
87,"Kramer vs. Kramer","No","Yes",8000000,115.112443398143,9.741644,3.26551917735445,105,"Diciembre",1979,91,49,73,106260000,53.4800092194896,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
88,"Rumble in the Bronx","No","No",7500000,113.572030488966,12.314278,3.74614784394543,91,"Enero",1995,81,15,7,32392047,46.3694554496831,"1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
89,"The Zookeeper's Wife","No","Yes",20000000,139.269990590722,13.655178,3.96910595505736,126,"Marzo",2017,9,27,61,13162475,41.5150061408845,"0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
90,"Sommersby","No","Yes",2500000,90.1826969357941,4.359884,1.85133793821125,109,"Febrero",1993,41,73,173,140081992,55.2586718718508,"0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0"
91,"Kill Bill: Vol. 1","Yes","Yes",30000000,151.456732226595,25.261865,5.44917090923754,111,"Octubre",2003,43,76,501,180949000,56.9507765584836,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
92,"His Secret Life","No","No",11000000,123.011368782228,3.83196,1.65442077929335,106,"Marzo",2001,0,14,8,215339,24.1438326548168,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
93,"The Horseman on the Roof","No","Yes",35000000,156.355440463085,1.690768,0.568816589064359,135,"Septiembre",1995,15,24,10,15000000,42.1926233047034,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0"
94,"Hunger","No","Yes",7000000,111.947141871401,14.322814,4.07443259359719,96,"Mayo",2008,0,17,9,2724474,34.0076590015186,"0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
95,"Mulholland Drive","No","Yes",15000000,131.203496371333,18.184056,4.62433754789309,147,"Mayo",2001,2,112,54,20117339,43.7473496412927,"0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0"
99,"Tad, the Lost Explorer","No","No",10500000,121.825874081787,11.003515,3.51111070924247,90,"Agosto",2012,7,4,6,23000000,44.4719325747485,"0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
100,"Colors","No","Yes",6000000,108.396657763303,5.529808,2.23457095279019,120,"Abril",1988,24,71,23,46616067,48.4592935630368,"1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
101,"Dark Angel","No","Yes",7000000,111.947141871401,7.958502,2.877189233685,91,"Enero",1990,6,29,116,9229401,39.7184237558718,"1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0"
102,"A Beautiful Mind","No","Yes",60000000,174.721590936902,11.93646,3.68027338227279,135,"Diciembre",2001,231,135,319,313542341,60.7342282765905,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
103,"Going by the Book","No","No",20500000,139.984233388367,1.066558,0.0650634857144272,102,"Agosto",2007,2,6,3,14961069,42.1790613843307,"1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
104,"Won't Back Down","No","Yes",6000000,108.396657763303,2.401289,1.00189598142741,121,"Septiembre",2012,13,74,52,5310554,37.0450552524055,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
105,"Recep Ivedik 4","Yes","No",12560000,126.452222188799,1.590383,0.49781760692519,117,"Febrero",2014,0,0,0,149521495,55.6856290055258,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
106,"Belle","No","Yes",10900000,122.77776983676,13.454169,3.93669006908064,105,"Septiembre",2013,21,64,109,16505460,42.6941936636162,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
107,"Extraordinary Measures","No","Yes",31000000,152.486141658412,6.523155,2.51747747121112,105,"Enero",2010,15,80,119,15134293,42.2391634702786,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
108,"Braveheart","No","Yes",72000000,181.395963659568,20.755149,4.94640290377115,177,"Mayo",1995,15,147,298,210000000,57.9550802178608,"1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0"
109,"An Ideal Husband","No","Yes",14000000,129.336989489283,3.873796,1.67069510535799,97,"Abril",1999,40,59,7,18535191,43.3088982052976,"0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
110,"Hawaii","No","Yes",15000000,131.203496371333,3.210693,1.39663659498166,189,"Octubre",1966,5,70,49,34562222,46.736189639474,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
111,"Bandits","No","Yes",75000000,182.924003938254,13.136791,3.88481051009591,123,"Octubre",2001,121,76,400,67631903,50.6757510481058,"1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
112,"Little Black Book","No","Yes",35000000,156.355440463085,5.093704,2.09903059166081,111,"Agosto",2004,11,67,105,22034832,44.2389126378301,"0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
113,"In the Heart of the Sea","No","Yes",100000000,194.053585276749,11.696923,3.63774936099595,122,"Noviembre",2015,230,76,290,93820758,52.6945650464711,"1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0"
114,"Biloxi Blues","No","Yes",20000000,139.269990590722,4.619593,1.94212089936205,106,"Marzo",1988,191,49,68,51684798,49.0658260866348,"0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
115,"The Lord of the Rings: The Fellowship of the Ring","Yes","Yes",93000000,191.185359224556,32.070725,6.10100351872601,178,"Diciembre",2001,89,162,240,871368364,68.3466044481373,"1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
116,"Undercover Brother","No","Yes",25000000,145.854408413629,5.00725,2.0712040827527,86,"Mayo",2002,188,44,72,41604473,47.7981586175504,"1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
118,"Wild Hogs","No","Yes",30000000,151.456732226595,11.356011,3.57616452640025,100,"Marzo",2007,63,117,48,253625427,59.249920493863,"1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
119,"Boxing Helena","No","Yes",2000000,86.0282101513042,4.304224,1.83139169759232,107,"Junio",1993,0,35,46,1796389,32.2123994062243,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
120,"Mr. Nice Guy","No","No",12716953,126.779124401188,6.183021,2.42423315297524,113,"Enero",1997,6,24,20,18814720,43.3887528507289,"1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
121,"Rush Hour 2","Yes","Yes",90000000,189.90299204581,8.345985,2.96639795470693,90,"Agosto",2001,75,70,85,347325802,61.4617594530469,"1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
122,"Tarzan","Yes","Yes",150000000,210.867994188328,12.453452,3.77005684784923,88,"Junio",1999,62,51,118,448000000,63.3040215784328,"0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
123,"Loose Cannons","No","Yes",1500000,80.9385963793741,1.961208,0.746438188520832,94,"Febrero",1990,53,121,170,5585154,37.282835764152,"1","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0"
124,"Romeo Must Die","No","Yes",25000000,145.854408413629,8.369176,2.97164437698903,115,"Marzo",2000,217,54,48,91036760,52.5059959218009,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
125,"(500) Days of Summer","No","Yes",7500000,113.572030488966,16.376657,4.37829909983689,95,"Julio",2009,42,57,98,60722734,50.0254095234946,"0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
126,"The Children of Huang Shi","No","No",40000000,160.722700867,14.622493,4.12059429728776,125,"Julio",2008,2,22,10,7400000,38.6321166374297,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0"
127,"Corvette Summer","No","Yes",10000000,120.594321575479,5.695908,2.28422557172515,105,"Junio",1978,84,39,4,15500000,42.3640428790718,"1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
128,"The Gift","No","Yes",10000000,120.594321575479,7.886926,2.86037963300124,111,"Diciembre",2000,20,129,295,12008642,41.0445512089938,"0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0"
129,"The Fog","No","Yes",18000000,136.261725024739,9.929809,3.30350156094096,100,"Octubre",2005,11,32,141,46201432,48.4070865857213,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
130,"Get on the Bus","No","Yes",2400000,89.4087511294904,5.230661,2.14244321645784,120,"Octubre",1996,91,77,13,5731103,37.4049640293094,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
